Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,blue,green,red,nir08,swir16,swir22,NDMI,MNDWI,pet,ppt,tmax,tmin,q
-27.169444,29.233889,2012-05-08,194.885,427.0,10.0,9593.0,10480.0,11182.0,14371.0,18068.0,14230.0,-0.1140073232793393,-0.2671184526330641,145.40001,0.1,22.029999,2.21,0.0
-26.648056,27.089444,2012-05-08,252.14,658.0,10.0,8592.5,9431.5,9954.0,14091.0,15687.0,12281.5,-0.0535966149506345,-0.2490395525210492,165.40001,0.1,23.789999,4.04,0.0
-26.970278,27.211111,2012-05-08,125.28,640.0,191.0,8974.0,9340.5,9138.5,8909.5,8044.5,7830.5,0.051020408163265,0.0745470232959443,166.2,0.1,23.81,4.15,0.0
-26.880278,26.965,2012-05-08,249.53,715.0,193.0,8613.5,9536.0,10385.0,14036.0,15968.0,12425.0,-0.0643914144780693,-0.2521957340025084,168.40001,0.1,23.97,4.31,0.0
-28.141944,26.417778,2012-05-08,274.08,647.0,50.0,8495.0,9058.0,9589.0,12936.5,14420.0,11880.0,-0.0542284283442689,-0.2283840190816925,184.3,0.4,23.64,3.9099998,0.0
-28.116667,26.725278,2012-05-08,120.55,1448.0,10.0,8631.0,9369.0,9914.0,13306.0,14449.0,11665.5,-0.0411817690506213,-0.2132840708707691,179.40001,0.4,23.59,4.31,0.0
-29.042222,24.6,2012-05-08,154.656,714.0,10.0,9366.5,10125.0,9608.5,10961.0,9509.0,8628.5,0.0709330727894476,0.0313741468880511,203.3,1.2000000000000002,24.279999,5.16,0.1
-28.460833,21.248889,2012-05-08,134.806,429.0,10.0,8702.0,9526.0,9374.0,13769.5,10912.5,9404.0,0.1157523701482857,-0.0678376593194213,238.6,0.3,26.05,7.6,0.0
-31.396,29.2651,2012-05-08,63.111,185.0,10.0,8655.0,9521.5,9681.5,9832.0,9317.5,8937.5,0.0268675422334785,0.0108286002441742,131.90001,10.9,25.09,12.7,0.5
-25.57877778,29.12747222,2012-05-08,72.173,613.0,10.0,9155.0,9766.5,10243.5,12578.5,13072.0,11607.5,0.0001029378461285,-0.1234530776526098,161.7,0.4,26.66,5.6299996,0.0
-29.161667,23.696389,2012-05-09,110.359,338.0,10.0,9609.0,10174.0,9939.0,11643.0,9543.0,8451.0,,,204.3,1.1,24.59,5.87,0.1
-25.49037,30.6986,2012-05-09,101.103,481.0,10.0,8625.5,9140.0,9180.0,14443.0,12732.0,10053.0,0.0629622815087394,-0.1642282370153613,143.3,2.0,26.26,8.47,0.1
-28.801278,31.955389,2012-05-09,124.849,492.0,10.0,8574.5,9488.0,9509.5,15794.0,12881.5,10097.0,0.1015675402346947,-0.151702094369565,146.8,12.2,27.01,14.299999,0.6000000000000001
-27.273889,28.49,2012-05-09,47.309,133.4,10.0,,,,,,,,,151.8,0.2,22.49,1.6999999,0.0
-27.4275,28.525833,2012-05-09,39.795,124.5,25.0,10085.0,11368.5,12919.0,16661.0,18932.5,14917.0,-0.063817831907511,-0.2496287251245825,150.40001,0.2,22.189999,1.53,0.0
-27.3,28.586944,2012-05-09,136.101,332.1,10.0,9566.0,10575.0,11761.0,14343.0,16749.5,14034.0,-0.0773980863552301,-0.2259693681494621,150.5,0.2,22.41,1.64,0.0
-27.398611,26.614722,2012-05-09,239.138,805.0,154.0,8427.5,9164.0,9250.5,14074.0,12550.5,10714.0,0.0572217318635089,-0.155955697805613,182.6,0.3,24.67,4.92,0.0
-29.028629,24.638389,2012-05-09,128.299,498.0,10.0,9569.5,10369.0,10458.0,14753.5,13600.5,11635.0,0.0406644565140719,-0.1348171634785868,203.0,1.3,24.35,5.2,0.1
-29.1825,23.575556,2012-05-09,125.055,500.0,10.0,9370.5,10606.0,10031.0,9945.5,8574.5,8114.0,0.0740280777537793,0.105914861447824,208.8,1.1,24.58,6.02,0.1
-30.570833,29.150556,2012-05-09,57.319,171.9,10.0,9295.5,10163.0,10524.5,14277.5,13356.0,11140.0,-0.0538452968918264,-0.1928711040121049,133.40001,4.1000000000000005,20.91,4.64,0.2
-31.104278,29.399722,2012-05-09,57.52,207.6,11.0,,8740.0,,11740.0,10496.5,9144.0,0.0559215703910235,-0.0913107893847628,130.3,9.3,23.689999,10.139999,0.5
-33.31388889,19.07472222,2012-05-09,22.032,179.3,10.0,8274.5,8908.0,9085.0,12692.5,11545.0,9863.0,0.0473439917483236,-0.1289297413582353,206.90001,27.0,21.77,9.67,1.4
-28.7115,24.07288889,2012-05-10,160.142,868.0,10.0,9392.0,10354.0,10104.0,15023.0,13520.0,10647.0,,,204.8,1.1,24.91,5.68,0.1
-29.140556,31.391944,2012-05-10,86.858,252.1,10.0,9228.5,9995.5,9817.0,14394.0,10901.5,9304.5,0.1380680358166467,-0.0433555055749627,139.5,4.3,26.48,13.54,0.2
-28.75,30.442778,2012-05-10,107.537,256.1,10.0,9794.0,10643.0,10811.5,13050.0,12730.0,10769.5,-0.0048551132007972,-0.0737221494102225,152.1,0.5,27.099998,9.67,0.0
-29.161667,30.629722,2012-05-10,84.917,195.3,10.0,8892.5,9692.5,10110.0,13717.5,15414.5,13174.0,-0.0582520939173415,-0.2279045684470457,132.0,1.0,22.369999,7.8399997,0.1
-27.38972222,26.46388889,2012-05-10,159.407,669.0,136.0,8573.0,9272.0,9061.0,9159.5,8259.0,8099.0,0.0516979073973071,0.0577833551993608,184.3,0.4,24.689999,4.8599997,0.0
-27.935,26.126667,2012-05-10,194.916,835.0,20.0,8880.0,9592.0,10361.0,12200.0,15494.0,13438.5,-0.1189427312775326,-0.2352706688989865,187.40001,0.4,23.949999,3.47,0.0
-27.671111,27.236944,2012-05-10,231.495,599.0,132.0,9760.0,10313.5,10849.5,13525.0,13883.0,11694.5,-0.0130618797431406,-0.1475213357303736,172.1,0.2,23.779999,3.99,0.0
-28.376944,24.303056,2012-05-10,185.998,1424.0,10.0,9304.0,9908.5,9925.5,13725.0,13156.0,11043.0,0.0211673672854431,-0.140800797762795,204.3,0.9,24.9,5.68,0.0
-31.031389,28.883333,2012-05-10,37.012,152.4,11.0,9913.0,11057.5,11361.0,15216.5,14213.0,12152.5,0.0319853781128625,-0.0363213892625655,135.2,5.2,23.109999,7.77,0.3
-30.86013889,29.07125,2012-05-10,89.699,209.3,11.0,9137.0,9860.0,9849.0,11129.5,10674.5,9447.0,-0.0169328337903174,-0.1120877108654347,135.8,5.1000000000000005,23.31,7.8999996,0.3
-30.77586667,29.03221667,2012-05-10,90.381,224.4,10.0,9530.0,10498.0,10803.5,15339.0,16297.5,12946.0,-0.0416596390622363,-0.215915578918354,136.3,5.0,23.09,7.52,0.2
-33.7075,18.97444444,2012-05-10,20.456,160.9,23.0,8998.5,9621.0,9486.0,15124.5,11118.5,9555.5,0.0358848141767163,-0.0501313602487796,204.7,41.7,21.46,9.5199995,2.1
-33.72266667,18.61691667,2012-05-10,109.68,1267.0,26.0,8835.0,9541.5,9594.0,15103.0,12830.0,10184.5,-0.0338279904894645,-0.218860556382546,195.3,38.6,20.9,10.08,1.9
-27.902778,24.615556,2012-05-11,199.409,1257.0,36.0,9447.0,10343.5,10623.0,15022.5,15573.0,12524.0,-0.0179928420846202,-0.2017826481199228,204.3,0.7000000000000001,25.41,5.89,0.0
-28.44555556,32.325,2012-04-19,215.687,1058.0,10.0,8495.5,9521.5,9637.5,17723.0,12512.5,9965.0,0.1750269951899474,-0.1433495079588221,142.2,20.4,27.92,16.109999,1.0
-31.554722,29.245556,2012-05-12,69.172,241.6,10.0,9517.0,10433.5,10368.5,19828.0,14426.5,10936.0,0.1101575011272288,-0.2098253921278476,122.9,11.6,24.9,12.71,0.6000000000000001
-28.760833,17.730278,2012-05-13,160.867,484.0,10.0,8611.0,9635.0,9111.0,8292.0,7761.0,7725.0,0.1246601104416465,0.0950116411551986,239.2,0.3,27.76,12.559999,0.0
-25.99136,27.84208,2012-05-14,105.491,413.0,31.0,9201.0,9689.0,9820.5,13502.5,13952.5,11295.0,-0.0163904571116371,-0.18033965695916,158.8,0.0,23.58,4.72,0.0
-26.861111,28.884722,2012-05-14,167.455,658.0,78.0,,8834.5,,9839.5,9584.5,8564.0,0.0131280889621086,-0.0407188229545575,151.0,0.2,22.42,2.1299999,0.0
-26.45,28.085833,2012-05-14,126.93,624.0,178.0,9634.0,10490.0,11671.5,15192.0,17932.0,14046.0,-0.0827194783238736,-0.2618394201674749,155.90001,0.1,22.92,3.3899999,0.0
-25.681111,31.783333,2012-05-15,146.864,476.0,10.0,9486.5,10233.0,10597.5,13542.0,12258.5,10870.0,0.0497470979244586,-0.0900562434697548,142.2,3.4000000000000004,30.51,12.95,0.2
-25.398889,31.610556,2012-05-15,160.397,461.0,10.0,9291.5,10071.0,10406.0,13905.5,14143.5,12222.5,-0.0084851509857748,-0.1681843523508634,140.8,3.0,30.32,12.21,0.1
-27.00222,28.76528,2012-05-15,180.517,435.0,10.0,9380.0,10074.0,10564.0,12306.0,14117.0,12185.0,,,150.40001,0.2,22.46,1.87,0.0
-26.648056,27.089444,2012-05-15,251.735,663.0,10.0,8592.5,9431.5,9954.0,14091.0,15687.0,12281.5,-0.0535966149506345,-0.2490395525210492,165.40001,0.1,23.789999,4.04,0.0
-33.38056,19.30167,2012-05-15,52.295,337.9,171.0,9325.0,10027.5,10410.5,14149.5,14705.0,12465.5,,,193.8,25.5,19.27,6.99,1.3
-25.45963889,28.26430556,2012-05-15,211.804,776.0,82.0,9200.0,9773.0,10013.0,14798.0,13801.0,11238.0,0.0348613587887687,-0.1708662085348258,167.0,0.0,26.82,6.47,0.0
-28.068333,31.55,2012-05-15,74.713,210.6,10.0,8838.0,9547.0,9895.0,13869.0,14769.0,12738.0,,,149.6,6.0,27.699999,12.48,0.3
-25.81048333,27.90955222,2012-05-16,139.208,590.0,10.0,9070.0,9655.0,9869.0,13320.5,14096.0,11368.0,-0.0282858862363903,-0.1869816007747034,163.5,0.0,24.93,5.77,0.0
-24.768889,31.39,2012-05-16,56.808,173.3,10.0,10499.5,12375.0,13776.5,19223.0,21248.5,17630.5,-0.05581718723354,-0.2553968055902163,144.5,3.8,29.189999,12.059999,0.2
-29.033333,23.983333,2012-05-16,179.609,1381.0,11.0,9374.0,10061.5,10287.0,15457.5,13031.0,10953.5,0.0851747196237075,-0.1285915340478504,202.3,1.2000000000000002,24.58,5.52,0.1
-34.092222,21.295278,2012-05-16,58.205,602.0,10.0,,,,,,,,,167.0,10.1,22.71,8.55,0.5
-33.13083,18.86278,2012-05-16,24.344,205.6,10.0,11152.5,12153.5,12477.0,15431.5,15044.0,13460.0,0.0600393168250759,-0.0971517588362836,209.40001,23.6,22.359999,10.49,1.2000000000000002
-24.99328,30.81444,2012-05-17,73.77,142.5,10.0,8175.0,8944.0,9457.5,13903.0,13797.0,10933.0,0.003826714801444,-0.213403104524866,132.5,2.7,23.74,6.58,0.1
-33.970833,22.548333,2012-05-17,5.0,205.0,10.0,7897.5,8471.0,8135.0,14582.0,10244.0,8459.0,0.1747361636993467,-0.0947368421052626,136.1,10.6,21.72,10.929999,0.5
-25.436111,31.982222,2012-05-18,185.805,563.0,10.0,9154.5,10042.5,10295.5,12925.5,13525.0,11586.0,-0.0226649779777319,-0.1477670520844377,140.7,4.5,30.81,12.83,0.2
-25.14944444,31.94055556,2012-05-18,65.101,208.8,10.0,,10679.0,,14435.0,17193.0,15531.0,-0.0872012141140758,-0.2337112514351312,140.2,3.8,30.46,12.91,0.2
-29.7775,29.470833,2012-05-21,25.508,91.0,10.0,8872.5,9785.0,11284.0,14298.0,15402.0,12477.0,-0.037171717171717,-0.2230118712033977,131.0,2.1,21.66,3.57,0.1
-29.987778,29.851667,2012-05-21,42.893,122.2,10.0,8120.0,8693.0,8722.0,13974.5,11691.5,9682.0,0.0889503623470736,-0.1470970590399561,129.90001,2.5,23.46,6.0099998,0.1
-29.744167,29.905833,2012-05-21,40.512,106.8,10.0,8401.0,9284.0,10093.0,14614.0,15197.0,11614.0,-0.0438739233631491,-0.1743703358208951,134.7,1.7000000000000002,23.75,6.1099997,0.1
-30.27402,30.69602,2012-05-21,150.47,593.0,10.0,,8951.5,,14927.5,12187.0,9575.0,0.1010713824706334,-0.1530619485772398,130.7,9.0,25.9,14.53,0.4
-26.73806,27.59194,2012-05-21,127.658,633.0,125.0,9580.5,9844.5,9684.5,9486.5,8160.0,7763.0,,,161.40001,0.1,22.98,3.53,0.0
-33.818056,19.694722,2012-05-21,27.637,359.9,18.0,8334.0,8861.0,8818.0,11727.0,10959.5,9330.0,,,199.7,25.0,21.49,8.62,1.3
-27.01011111,26.69808333,2012-05-22,151.644,723.0,96.0,8153.0,8714.0,8705.0,11286.0,10408.5,9166.0,0.0404480398257621,-0.0886128905739307,175.6,0.2,24.289999,4.8399997,0.0
-34.065833,20.404167,2012-05-22,59.707,394.0,11.0,7994.0,8487.0,8168.5,13396.5,10236.0,8478.0,,,178.8,14.2,22.609999,9.349999,0.7000000000000001
-24.679167,30.8025,2012-05-22,64.884,211.1,10.0,8706.0,9630.0,10703.0,13297.5,15356.0,13524.0,-0.0718411363358749,-0.2291683342671887,144.5,2.3000000000000003,24.039999,7.1099997,0.1
-24.183889,30.823889,2012-05-22,166.756,451.0,10.0,8602.0,9361.0,9479.5,13878.0,11359.0,9916.0,0.0998137655030308,-0.0964285714285709,154.2,1.5,30.099998,12.059999,0.1
-25.127778,27.628889,2012-05-22,204.072,732.0,163.0,9501.5,10118.0,11175.5,13584.0,17195.5,14379.0,-0.117334589580727,-0.2591209475167948,176.6,0.0,26.9,6.42,0.0
-25.20639,27.558,2012-05-22,159.031,769.0,36.0,9406.0,10066.0,10222.0,13972.5,12541.5,10319.0,0.0539714867617105,-0.1094990600464442,177.0,0.0,26.81,6.44,0.0
-24.69514,27.40906,2012-05-22,211.769,892.0,153.0,9047.5,9987.0,10242.5,13909.0,12085.0,9869.5,0.0701700392398243,-0.0950525552736494,185.0,0.0,26.71,6.64,0.0
-27.363611,31.783333,2012-05-22,190.449,491.0,10.0,8640.5,9094.0,8795.5,16053.5,12069.5,9583.5,,,144.5,3.8,28.89,12.15,0.2
-30.733889,29.828333,2012-05-22,37.838,132.1,10.0,,,,,,,,,127.4,7.0,23.68,9.61,0.3
-27.169444,29.233889,2012-05-22,206.386,440.0,10.0,9293.0,10326.0,11295.0,14343.0,18616.0,14808.0,-0.1177572988461237,-0.2768125685573749,145.40001,0.1,22.029999,2.21,0.0
-26.880278,26.965,2012-05-22,256.184,738.0,193.0,8613.5,9536.0,10385.0,14036.0,15968.0,12425.0,-0.0643914144780693,-0.2521957340025084,168.40001,0.1,23.97,4.31,0.0
-26.98472222,26.63227778,2012-05-22,233.685,1169.0,18.0,8930.0,9875.0,10787.0,13692.5,15653.5,13723.0,-0.0668234171607712,-0.2263548582956295,174.1,0.2,24.39,5.0499997,0.0
-29.160278,26.573333,2012-05-22,222.017,580.0,88.0,8708.5,9389.0,9942.5,12979.5,13526.0,11578.0,-0.0206183622267075,-0.1805367663102763,181.7,0.7000000000000001,22.58,2.73,0.0
-30.336111,27.359444,2012-05-22,100.968,249.2,10.0,9421.0,10222.5,10390.0,9699.5,8696.0,8217.5,0.092386148007589,0.1411256382919012,164.1,2.4000000000000004,20.97,3.9099998,0.1
-33.501667,21.624167,2012-05-22,248.475,720.0,23.0,9062.0,9575.5,9411.5,12910.5,11541.5,9392.5,0.0246698872785828,-0.1194736063876971,175.2,6.300000000000001,21.89,6.7,0.3
-34.075556,20.145556,2012-05-22,6.595,187.6,10.0,7990.0,8680.5,9082.0,12194.0,11660.0,9890.0,0.0279426431876521,-0.2005169419651864,183.0,16.6,21.779999,8.929999,0.8
-33.897778,20.012778,2012-05-22,75.159,960.0,10.0,,8904.0,,13667.0,10627.0,8752.0,0.1251337778875437,-0.0882187291997333,193.5,17.2,22.17,8.61,0.9
-24.058889,31.237222,2012-05-23,190.707,487.0,10.0,8622.5,9417.0,9716.5,14291.5,12724.0,10912.5,0.0580222464881269,-0.1493609141411853,153.7,2.4000000000000004,29.949999,12.4,0.1
-30.398056,30.601944,2012-05-23,54.326,299.5,10.0,8322.5,8890.0,8459.0,17696.0,11417.5,8912.0,0.2189172201742904,-0.1338528309331222,131.0,10.2,26.16,14.95,0.5
-30.160091,27.40124,2012-05-23,101.594,248.5,10.0,9945.0,10694.0,11259.0,14203.0,15062.0,12002.5,-0.0293524688194087,-0.1695915514831489,163.2,1.8,21.039999,3.85,0.1
-28.69485,28.23487,2012-05-23,228.84,466.0,10.0,8712.0,9420.0,9602.0,13324.0,12893.5,10827.0,0.016420329932297,-0.1556680933067418,148.40001,0.2,21.17,2.1599998,0.0
-28.883333,27.89,2012-05-23,137.942,297.6,10.0,9191.0,9815.0,9969.0,13832.0,12290.0,10661.0,0.0518214071072679,-0.1121015052981031,152.8,0.5,20.91,2.53,0.0
-34.005833,22.351111,2012-05-23,38.788,1026.0,10.0,8572.0,9335.5,9146.5,15806.0,13178.0,10518.0,0.0906707148771733,-0.1706753725542444,139.6,10.3,22.039999,10.9,0.5
-29.641944,30.6875,2012-05-24,102.094,575.0,66.0,8685.5,9187.0,9075.5,13271.0,11663.5,9491.0,0.0644689085403755,-0.1187741301167832,133.90001,0.6000000000000001,26.13,11.719999,0.0
-30.830556,26.921389,2012-05-24,150.75,288.9,16.0,9074.0,9557.0,9492.0,11087.5,10708.0,9544.0,0.0174118510701749,-0.0567974339995062,167.0,3.1,20.699999,3.81,0.2
-29.380556,30.2775,2012-05-24,37.545,141.7,10.0,9019.0,9662.0,9916.0,13983.0,14048.0,11167.0,-0.0019935535557915,-0.1728018143754354,128.5,1.0,23.16,6.2999997,0.1
-30.679722,26.7125,2012-05-24,140.312,270.0,14.0,8795.0,9789.0,9676.5,9367.5,8872.0,8254.5,0.0271663148660871,0.0491399174749474,170.8,2.8000000000000003,21.17,3.6499999,0.1
-29.615556,27.065278,2012-05-24,189.403,383.0,21.0,9709.0,10638.5,11021.5,13827.5,13021.0,11106.0,0.0300389220999309,-0.1006995075973706,169.8,1.3,21.41,2.95,0.1
-34.031944,22.053333,2012-05-24,23.273,439.0,10.0,7821.0,8158.5,7992.0,9146.0,9032.0,8114.5,0.0092288579288312,-0.1298320178101592,148.5,9.4,22.42,10.469999,0.5
-34.039722,22.133333,2012-05-24,26.323,285.9,10.0,8768.5,9542.0,9219.5,19807.5,13820.0,10656.5,,,146.6,9.3,22.529999,10.9,0.5
-30.398056,30.601944,2012-05-25,75.769,391.5,10.0,8322.5,8890.0,8459.0,17696.0,11417.5,8912.0,0.2189172201742904,-0.1338528309331222,131.0,10.2,26.16,14.95,0.5
-30.27402,30.69602,2012-05-25,131.41,601.0,67.0,,8951.5,,14927.5,12187.0,9575.0,0.1010713824706334,-0.1530619485772398,130.7,9.0,25.9,14.53,0.4
-29.658056,25.973333,2012-05-25,318.895,785.0,22.0,8586.5,9438.0,9543.0,12051.5,12465.0,10720.5,-0.0168661921563028,-0.138200246541569,179.1,1.3,21.93,3.29,0.1
-31.000833,26.353056,2012-05-25,287.368,668.0,148.0,8374.0,8972.0,9216.0,10544.0,9963.0,8933.0,0.0283317891451698,-0.0523369421705833,167.3,3.7,20.02,2.82,0.2
-28.460833,21.248889,2012-05-25,137.503,404.0,10.0,8702.0,9526.0,9374.0,13769.5,10912.5,9404.0,0.1157523701482857,-0.0678376593194213,238.6,0.3,26.05,7.6,0.0
-29.803611,30.516111,2012-05-25,108.938,339.6,10.0,,9585.0,,15341.0,13137.0,10630.0,0.0773930753564152,-0.1563242672299966,128.90001,1.9,24.65,9.41,0.1
-29.758889,30.935278,2012-05-26,56.039,297.2,10.0,,,,,,,,,130.0,1.6,26.17,13.759999,0.1
-28.760833,17.730278,2012-05-27,155.223,514.0,10.0,8611.0,9635.0,9111.0,8292.0,7761.0,7725.0,0.1246601104416465,0.0950116411551986,239.2,0.3,27.76,12.559999,0.0
-25.99136,27.84208,2012-05-28,112.048,479.0,44.0,9099.0,9643.0,10397.0,12670.0,15306.0,12330.5,-0.046538755480471,-0.1739385462256899,158.8,0.0,23.58,4.72,0.0
-26.861111,28.884722,2012-05-28,182.898,614.0,100.0,9288.5,9884.5,10806.5,12999.0,16038.5,12941.5,-0.1006119353545211,-0.2350098792965149,151.0,0.2,22.42,2.1299999,0.0
-26.970278,27.211111,2012-05-28,131.551,624.0,151.0,8346.0,8856.5,8804.0,8303.0,7922.0,7676.0,0.0234822804314328,0.0556962779747888,166.2,0.1,23.81,4.15,0.0
-26.45,28.085833,2012-05-28,132.782,628.0,178.0,9929.0,10867.0,12719.5,15992.0,18885.0,14808.5,-0.0829486481062015,-0.2694944877655275,155.90001,0.1,22.92,3.3899999,0.0
-27.01011111,26.69808333,2012-05-29,143.748,710.0,74.0,8459.0,8869.0,9073.5,10633.5,10258.5,9185.0,0.017949454336588,-0.0726440988106126,175.6,0.2,24.289999,4.8399997,0.0
-29.380556,30.2775,2012-05-29,35.258,113.3,10.0,9019.0,9662.0,9916.0,13983.0,14048.0,11167.0,-0.0019935535557915,-0.1728018143754354,128.5,1.0,23.16,6.2999997,0.1
-27.00222,28.76528,2012-05-29,180.533,442.0,10.0,8831.5,9564.0,10482.0,12102.0,15665.5,12623.0,,,150.40001,0.2,22.46,1.87,0.0
-26.648056,27.089444,2012-05-29,249.987,664.0,10.0,8926.0,9697.0,10872.5,13940.0,16870.0,12889.0,-0.0950989938331707,-0.2699966123386145,165.40001,0.1,23.789999,4.04,0.0
-26.880278,26.965,2012-05-29,250.293,725.0,148.0,8955.0,9824.0,11052.0,13889.5,16857.0,13120.0,-0.0965150504935518,-0.2635958172482281,168.40001,0.1,23.97,4.31,0.0
-26.98472222,26.63227778,2012-05-29,217.635,1187.0,18.0,9145.5,10199.0,11289.5,13516.0,16056.5,13502.5,-0.0859075154281846,-0.2230961131953296,174.1,0.2,24.39,5.0499997,0.0
-31.000833,26.353056,2012-05-29,349.798,683.0,172.0,,8968.0,,10114.0,9637.0,9114.0,0.0241506759151434,-0.0359580757860788,167.3,3.7,20.02,2.82,0.2
-25.45963889,28.26430556,2012-05-29,187.839,728.0,82.0,8945.5,9652.0,10459.0,13984.5,14268.0,11882.5,,,167.0,0.0,26.82,6.47,0.0
-29.161667,23.696389,2012-05-30,127.716,365.7,10.0,9609.0,10174.0,9939.0,11643.0,9543.0,8451.0,,,204.3,1.1,24.59,5.87,0.1
-24.282222,28.090278,2012-05-30,35.274,111.0,10.0,8728.0,9339.0,9982.5,13354.5,14822.0,11865.0,-0.0520824090997815,-0.2269359711932443,168.7,0.0,26.59,5.41,0.0
-27.937778,31.209444,2012-05-30,56.297,259.9,10.0,9215.5,9320.5,9126.0,10874.0,10056.0,8835.0,0.0476542585277576,-0.1338352832155675,145.2,3.4000000000000004,26.39,10.48,0.2
-28.404444,30.013056,2012-05-30,80.075,233.5,10.0,8574.0,9214.0,9755.0,12381.0,15448.0,12070.0,-0.1102087750188648,-0.2527775525099333,150.2,0.4,25.279999,5.93,0.0
-28.1175,26.719444,2012-05-30,191.51,1336.0,119.0,9097.0,9889.5,10614.0,12668.5,14702.0,12181.0,-0.0742953179518091,-0.1956977004249428,179.40001,0.4,23.59,4.31,0.0
-28.44555556,32.325,2012-05-12,215.687,699.0,10.0,8576.5,9445.0,9266.5,17955.0,12606.0,9989.0,0.1750269951899474,-0.1433495079588221,142.2,26.4,27.449999,15.599999,1.3
-24.670833,28.560833,2012-05-31,27.244,113.3,10.0,8870.0,9633.0,10383.0,13836.0,15441.5,12137.5,-0.0548373324225085,-0.2316496839418523,167.7,0.0,26.72,6.0499997,0.0
-27.573056,24.746389,2012-05-31,215.139,1126.0,80.0,9396.5,10302.0,10634.0,13977.0,14787.0,12236.0,-0.0281602002503127,-0.1787636015783802,207.0,0.6000000000000001,25.359999,5.56,0.0
-30.679722,26.7125,2012-05-31,135.922,266.1,11.0,8795.0,9789.0,9676.5,9367.5,8872.0,8254.5,0.0271663148660871,0.0491399174749474,170.8,2.8000000000000003,21.17,3.6499999,0.1
-28.44555556,32.325,2012-07-12,314.276,1002.0,21.0,9105.5,9939.0,10164.0,15610.0,14051.0,11446.5,0.0339627885968416,-0.1786849802874213,136.2,2.4000000000000004,22.89,12.679999,0.1
-33.38056,19.30167,2012-05-31,58.046,344.3,171.0,9325.0,10027.5,10410.5,14149.5,14705.0,12465.5,,,193.8,25.5,19.27,6.99,1.3
-33.13083,18.86278,2012-05-31,22.77,196.6,10.0,11152.5,12153.5,12477.0,15431.5,15044.0,13460.0,0.0600393168250759,-0.0971517588362836,209.40001,23.6,22.359999,10.49,1.2000000000000002
-29.161667,23.696389,2012-06-01,104.582,310.1,10.0,9609.0,10174.0,9939.0,11643.0,9543.0,8451.0,,,204.3,27.4,19.8,1.5699999,1.4
-28.7115,24.07288889,2012-06-01,164.47,921.0,10.0,8988.5,9907.0,10526.5,11878.5,12230.0,10637.0,-0.0145799199452474,-0.1049374350634679,204.8,24.9,20.25,1.49,1.2000000000000002
-27.5275,30.858056,2012-06-01,46.853,142.8,10.0,9323.0,9920.0,10706.0,14237.0,14920.5,11952.0,0.0084608153149303,-0.1927624138994543,139.7,1.1,21.38,5.16,0.1
-29.1825,23.575556,2012-06-01,122.913,505.0,14.0,9030.5,9669.0,9348.5,11496.5,10689.5,9297.5,0.0363742900928511,-0.0501264827958835,208.8,27.4,19.83,1.8299999,1.4
-26.73806,27.59194,2012-06-04,124.847,651.0,163.0,8778.0,9409.5,9650.0,10034.0,8506.5,8076.0,0.0823872063860193,0.0504018754186199,161.40001,8.8,18.58,0.61,0.4
-32.502778,19.535833,2012-06-04,10.258,96.4,10.0,,12002.0,,16640.5,18863.0,16243.0,-0.0625994620248706,-0.2222906204438677,223.40001,48.5,19.31,4.99,2.4000000000000004
-25.127778,27.628889,2012-06-05,208.76,710.0,163.0,9118.0,9881.0,10972.0,13431.0,16899.0,13997.0,-0.1143422354104843,-0.2620612397311417,176.6,4.1000000000000005,23.25,3.22,0.2
-25.20639,27.558,2012-06-05,178.813,793.0,22.0,9024.0,9887.0,10300.0,13653.0,12922.5,10740.5,0.0274877236552462,-0.1330805146978227,177.0,5.5,23.09,3.27,0.3
-24.69514,27.40906,2012-06-05,226.463,1004.0,127.0,8812.5,9574.0,9829.0,13393.5,11297.0,9412.0,0.0737773152965653,0.0133022946458262,185.0,6.800000000000001,23.13,3.4199998,0.3
-26.006389,29.253889,2012-06-05,127.512,1109.0,10.0,8383.0,8736.5,9107.5,10296.0,11484.0,10383.0,-0.0545454545454543,-0.1358769565539915,147.5,1.6,20.85,1.48,0.1
-28.747778,31.745833,2012-06-05,79.731,423.0,17.0,8627.5,9372.5,9810.0,13914.5,14030.5,11653.5,,,147.8,3.1,24.539999,11.5199995,0.2
-27.169444,29.233889,2012-06-05,210.832,496.0,11.0,9293.0,10326.0,11295.0,14343.0,18616.0,14808.0,-0.1177572988461237,-0.2768125685573749,145.40001,6.5,17.67,-1.1999999,0.3
-34.250556,20.9925,2012-06-05,47.692,613.0,19.0,,8230.0,,11170.0,9770.0,8573.0,0.0668576886341926,-0.0855555555555551,174.5,57.6,20.289999,7.41,2.9000000000000004
-25.57877778,29.12747222,2012-06-05,55.489,664.0,16.0,9006.5,9922.0,11037.0,13501.5,16228.0,13314.5,-0.0917102541246906,-0.2411472275334599,161.7,0.8,23.529999,2.82,0.0
-23.658056,31.05,2012-06-06,55.917,276.7,10.0,9009.5,9924.0,10648.0,13838.0,15325.0,12828.5,-0.0509892672221649,-0.2139094617608609,158.7,0.3,27.23,9.5,0.0
-28.801278,31.955389,2012-06-06,89.038,494.0,35.0,8915.5,9823.0,9844.0,14551.0,13442.5,10135.5,0.0395984782181576,-0.1555737035524697,146.8,4.4,24.58,12.179999,0.2
