Latitude,Longitude,Sample Date,pet,ppt,tmax,tmin,q
-25.45963889,28.26430556,03-04-2012,167.0,4.6000000000000005,27.9,9.78,0.2
-27.4,26.624722,03-04-2012,182.6,12.100000000000001,25.98,8.0199995,0.6000000000000001
-29.161667,23.696389,04-04-2012,204.3,36.800000000000004,26.65,8.92,1.8
-25.81048333,27.90955222,04-04-2012,163.5,7.800000000000001,25.96,9.3,0.4
-27.937778,31.209444,04-04-2012,145.2,7.7,26.42,11.48,0.4
-28.404444,30.013056,04-04-2012,150.2,8.0,26.119999,8.24,0.4
-27.02314,28.59389,04-04-2012,152.0,6.9,24.35,5.71,0.30000000000000004
-26.880278,26.965,04-04-2012,168.40001,9.700000000000001,25.24,7.81,0.5
-27.273889,28.49,04-04-2012,151.8,8.8,24.01,5.17,0.4
-27.4275,28.525833,04-04-2012,150.40001,9.200000000000001,23.66,4.92,0.5
-27.3,28.586944,04-04-2012,150.5,8.6,23.859999,5.14,0.4
-29.615556,27.065278,04-04-2012,169.8,24.5,23.24,5.6,1.2000000000000002
-25.57877778,29.12747222,04-04-2012,161.7,4.4,27.689999,8.9,0.2
-27.5275,30.858056,05-04-2012,139.7,9.1,25.41,9.5199995,0.5
-27.01011111,26.69808333,10-04-2012,175.6,10.200000000000001,25.42,7.99,0.5
-25.127778,27.628889,10-04-2012,176.6,4.3,28.699999,10.559999,0.2
-25.20639,27.558,10-04-2012,177.0,4.800000000000001,28.519999,10.49,0.2
-24.69514,27.40906,10-04-2012,185.0,4.0,29.31,11.45,0.2
-26.861111,28.884722,10-04-2012,151.0,6.0,24.13,5.74,0.30000000000000004
-26.73806,27.59194,10-04-2012,161.40001,8.6,24.14,6.94,0.4
-26.98472222,26.63227778,10-04-2012,174.1,10.3,25.59,8.179999,0.5
-29.161667,23.696389,11-04-2012,204.3,36.800000000000004,26.65,8.92,1.8
-26.03611,30.99778,11-04-2012,149.40001,7.4,26.59,11.61,0.4
-28.747778,31.745833,11-04-2012,147.8,13.0,28.13,14.91,0.6000000000000001
-27.00222,28.76528,11-04-2012,150.40001,7.0,24.15,5.6099997,0.4
-26.648056,27.089444,11-04-2012,165.40001,8.700000000000001,24.9,7.48,0.4
-26.970278,27.211111,11-04-2012,166.2,9.9,25.1,7.5499997,0.5
-28.141944,26.417778,11-04-2012,184.3,16.1,25.14,6.96,0.8
-28.116667,26.725278,11-04-2012,179.40001,15.5,24.98,7.46,0.8
-29.615556,27.065278,11-04-2012,169.8,24.5,23.24,5.6,1.2000000000000002
-34.250556,20.9925,11-04-2012,174.5,47.0,25.699999,11.67,2.3000000000000003
-28.7115,24.07288889,12-04-2012,204.8,32.6,27.18,8.599999,1.6
-28.801278,31.955389,12-04-2012,146.8,16.6,28.05,15.32,0.8
-28.75,30.442778,12-04-2012,152.1,7.800000000000001,27.63,10.99,0.4
-29.161667,30.629722,12-04-2012,132.0,12.5,24.0,9.25,0.6000000000000001
-27.38972222,26.46388889,12-04-2012,184.3,12.4,26.099998,8.05,0.6000000000000001
-28.1175,26.719444,12-04-2012,179.40001,15.5,24.98,7.46,0.8
-28.116667,26.725278,12-04-2012,179.40001,15.5,24.98,7.46,0.8
-27.398611,26.614722,12-04-2012,182.6,12.100000000000001,25.98,8.0199995,0.6000000000000001
-27.671111,27.236944,12-04-2012,172.1,12.3,25.199999,7.25,0.6000000000000001
-28.376944,24.303056,12-04-2012,204.3,28.6,27.47,8.4,1.4000000000000001
-29.615556,27.065278,12-04-2012,169.8,24.5,23.24,5.6,1.2000000000000002
-33.31388889,19.07472222,12-04-2012,206.90001,50.300000000000004,26.63,12.42,2.5
-25.49037,30.6986,13-04-2012,143.3,5.7,26.269999,10.49,0.30000000000000004
-27.573056,24.746389,13-04-2012,207.0,20.0,27.369999,8.71,1.0
-27.902778,24.615556,13-04-2012,204.3,23.3,27.55,8.87,1.2000000000000002
-33.7075,18.97444444,13-04-2012,204.7,58.7,25.939999,12.469999,2.9000000000000004
-28.760833,17.730278,15-04-2012,239.2,7.300000000000001,32.579998,17.31,0.4
-25.99136,27.84208,16-04-2012,158.8,8.200000000000001,24.619999,8.15,0.4
-22.935,28.004167,17-04-2012,185.90001,12.9,30.74,13.2699995,0.6000000000000001
-22.91028,29.61111,17-04-2012,167.40001,9.1,29.38,13.44,0.5
-24.058889,31.237222,17-04-2012,153.7,4.0,30.14,14.83,0.2
-25.681111,31.783333,17-04-2012,142.2,6.4,29.359999,14.059999,0.30000000000000004
-25.67386,31.57527,17-04-2012,147.1,6.9,29.64,14.44,0.30000000000000004
-28.735556,29.820556,17-04-2012,148.3,8.8,26.48,8.559999,0.4
-26.861111,28.884722,17-04-2012,151.0,6.0,24.13,5.74,0.30000000000000004
-26.45,28.085833,17-04-2012,155.90001,6.4,24.06,6.67,0.30000000000000004
-28.69485,28.23487,17-04-2012,148.40001,15.0,22.57,4.8599997,0.7000000000000001
-28.883333,27.89,17-04-2012,152.8,18.0,22.74,5.5299997,0.9
-31.396,29.2651,17-04-2012,131.90001,18.6,25.89,12.99,0.9
-31.554722,29.245556,17-04-2012,122.9,20.3,25.26,12.57,1.0
-25.45963889,28.26430556,17-04-2012,167.0,4.6000000000000005,27.9,9.78,0.2
-28.338333,31.373611,17-04-2012,141.8,9.5,26.49,12.16,0.5
-29.161667,23.696389,18-04-2012,204.3,36.800000000000004,26.65,8.92,1.8
-27.01011111,26.69808333,18-04-2012,175.6,10.200000000000001,25.42,7.99,0.5
-25.81048333,27.90955222,18-04-2012,163.5,7.800000000000001,25.96,9.3,0.4
-24.282222,28.090278,18-04-2012,168.7,2.6,27.88,9.66,0.1
-24.768889,31.39,18-04-2012,144.5,7.1000000000000005,29.529999,14.66,0.4
-24.9675,31.516667,18-04-2012,145.1,6.5,29.48,14.719999,0.30000000000000004
-27.00222,28.76528,18-04-2012,150.40001,7.0,24.15,5.6099997,0.4
-26.648056,27.089444,18-04-2012,165.40001,8.700000000000001,24.9,7.48,0.4
-26.970278,27.211111,18-04-2012,166.2,9.9,25.1,7.5499997,0.5
-26.880278,26.965,18-04-2012,168.40001,9.700000000000001,25.24,7.81,0.5
-27.38972222,26.46388889,18-04-2012,184.3,12.4,26.099998,8.05,0.6000000000000001
-26.98472222,26.63227778,18-04-2012,174.1,10.3,25.59,8.179999,0.5
-30.568333,29.422778,18-04-2012,132.2,14.200000000000001,22.88,5.79,0.7000000000000001
-30.570833,29.150556,18-04-2012,133.40001,13.9,22.51,5.6099997,0.7000000000000001
-27.602222,29.942778,19-04-2012,152.6,5.6000000000000005,25.82,7.71,0.30000000000000004
-27.671111,27.236944,19-04-2012,172.1,12.3,25.199999,7.25,0.6000000000000001
-31.031389,28.883333,19-04-2012,135.2,13.4,24.51,8.82,0.7000000000000001
-30.86013889,29.07125,19-04-2012,135.8,13.0,24.72,9.13,0.7000000000000001
-33.13083,18.86278,19-04-2012,209.40001,47.800000000000004,27.25,13.45,2.4000000000000004
-29.140556,31.391944,20-04-2012,139.5,13.200000000000001,27.46,14.66,0.7000000000000001
-27.573056,24.746389,22-04-2012,207.0,20.0,27.369999,8.71,1.0
-29.7775,29.470833,23-04-2012,131.0,17.400000000000002,22.32,5.21,0.9
-29.987778,29.851667,23-04-2012,129.90001,13.3,24.369999,7.77,0.7000000000000001
-29.744167,29.905833,23-04-2012,134.7,12.5,24.82,7.9199996,0.6000000000000001
-26.73806,27.59194,23-04-2012,161.40001,8.6,24.14,6.94,0.4
-29.160278,26.573333,23-04-2012,181.7,20.3,24.38,5.58,1.0
-29.1825,23.575556,23-04-2012,208.8,38.6,26.56,9.11,1.9000000000000001
-33.501667,21.624167,23-04-2012,175.2,33.1,25.529999,8.33,1.7000000000000002
-33.818056,19.694722,23-04-2012,199.7,48.800000000000004,25.84,11.25,2.4000000000000004
-28.7115,24.07288889,24-04-2012,204.8,32.6,27.18,8.599999,1.6
-24.679167,30.8025,24-04-2012,144.5,6.0,24.09,9.11,0.30000000000000004
-25.127778,27.628889,24-04-2012,176.6,4.3,28.699999,10.559999,0.2
-25.20639,27.558,24-04-2012,177.0,4.800000000000001,28.519999,10.49,0.2
-24.69514,27.40906,24-04-2012,185.0,4.0,29.31,11.45,0.2
-27.363611,31.783333,24-04-2012,144.5,7.4,29.31,14.0,0.4
-30.733889,29.828333,24-04-2012,127.4,14.700000000000001,25.3,11.0,0.7000000000000001
-26.880278,26.965,24-04-2012,168.40001,9.700000000000001,25.24,7.81,0.5
-29.615556,27.065278,24-04-2012,169.8,24.5,23.24,5.6,1.2000000000000002
-28.883333,27.89,24-04-2012,152.8,18.0,22.74,5.5299997,0.9
-29.161667,23.696389,25-04-2012,204.3,36.800000000000004,26.65,8.92,1.8
-24.183889,30.823889,25-04-2012,154.2,2.5,30.14,14.349999,0.1
-22.769722,30.886944,25-04-2012,169.40001,11.200000000000001,30.109999,15.059999,0.6000000000000001
-27.937778,31.209444,25-04-2012,145.2,7.7,26.42,11.48,0.4
-26.905,32.324722,25-04-2012,149.0,9.0,30.41,15.33,0.5
-27.935,26.126667,25-04-2012,187.40001,16.400000000000002,25.769999,6.62,0.8
-34.075556,20.145556,25-04-2012,183.0,49.400000000000006,25.599998,11.62,2.5
-30.398056,30.601944,26-04-2012,131.0,17.7,26.5,15.059999,0.9
-30.27402,30.69602,26-04-2012,130.7,17.5,26.34,14.719999,0.9
-30.679722,26.7125,26-04-2012,170.8,21.900000000000002,24.08,5.66,1.1
-30.160091,27.40124,26-04-2012,163.2,22.400000000000002,23.21,6.18,1.1
-34.005833,22.351111,26-04-2012,139.6,39.0,23.699999,11.48,2.0
-29.803611,30.516111,27-04-2012,128.90001,14.100000000000001,25.82,11.099999,0.7000000000000001
-29.758889,30.935278,28-04-2012,130.0,15.5,26.68,14.46,0.8
-28.760833,17.730278,29-04-2012,239.2,7.300000000000001,32.579998,17.31,0.4
-25.99136,27.84208,30-04-2012,158.8,8.200000000000001,24.619999,8.15,0.4
-29.380556,30.2775,30-04-2012,128.5,11.8,24.369999,8.04,0.6000000000000001
-34.065833,20.404167,01-05-2012,178.8,14.200000000000001,22.609999,9.349999,0.7000000000000001
-26.006389,29.253889,01-05-2012,147.5,0.30000000000000004,24.22,4.06,0.0
-25.45963889,28.26430556,01-05-2012,167.0,0.0,26.82,6.47,0.0
-33.897778,20.012778,01-05-2012,193.5,17.2,22.17,8.61,0.9
-29.161667,23.696389,02-05-2012,204.3,1.1,24.59,5.87,0.1
-25.81048333,27.90955222,02-05-2012,163.5,0.0,24.93,5.77,0.0
-26.861111,28.884722,02-05-2012,151.0,0.2,22.42,2.1299999,0.0
-29.033333,23.983333,02-05-2012,202.3,1.2000000000000002,24.58,5.52,0.1
-28.058889,30.373611,02-05-2012,147.1,0.8,24.55,5.92,0.0
-24.925278,29.324444,03-05-2012,168.0,0.30000000000000004,28.359999,7.21,0.0
-27.00222,28.76528,03-05-2012,150.40001,0.2,22.46,1.87,0.0
-27.398611,26.614722,03-05-2012,182.6,0.30000000000000004,24.67,4.92,0.0
-27.671111,27.236944,03-05-2012,172.1,0.2,23.779999,3.99,0.0
-27.4,26.624722,03-05-2012,182.6,0.30000000000000004,24.67,4.92,0.0
-26.648056,27.089444,04-05-2012,165.40001,0.1,23.789999,4.04,0.0
-26.970278,27.211111,04-05-2012,166.2,0.1,23.81,4.15,0.0
-26.880278,26.965,04-05-2012,168.40001,0.1,23.97,4.31,0.0
-27.01011111,26.69808333,07-05-2012,175.6,0.2,24.289999,4.8399997,0.0
-26.73806,27.59194,07-05-2012,161.40001,0.1,22.98,3.53,0.0
-26.45,28.085833,07-05-2012,155.90001,0.1,22.92,3.3899999,0.0
-26.98472222,26.63227778,07-05-2012,174.1,0.2,24.39,5.0499997,0.0
-32.502778,19.535833,07-05-2012,223.40001,8.0,22.689999,7.41,0.4
-29.161667,23.696389,08-05-2012,204.3,1.1,24.59,5.87,0.1
-25.127778,27.628889,08-05-2012,176.6,0.0,26.9,6.42,0.0
-25.20639,27.558,08-05-2012,177.0,0.0,26.81,6.44,0.0
-24.69514,27.40906,08-05-2012,185.0,0.0,26.71,6.64,0.0
-28.747778,31.745833,08-05-2012,147.8,4.6000000000000005,26.869999,13.54,0.2
-27.169444,29.233889,08-05-2012,145.40001,0.1,22.029999,2.21,0.0
-26.648056,27.089444,08-05-2012,165.40001,0.1,23.789999,4.04,0.0
-26.970278,27.211111,08-05-2012,166.2,0.1,23.81,4.15,0.0
-26.880278,26.965,08-05-2012,168.40001,0.1,23.97,4.31,0.0
-28.141944,26.417778,08-05-2012,184.3,0.4,23.64,3.9099998,0.0
-28.116667,26.725278,08-05-2012,179.40001,0.4,23.59,4.31,0.0
-29.042222,24.6,08-05-2012,203.3,1.2000000000000002,24.279999,5.16,0.1
-28.460833,21.248889,08-05-2012,238.6,0.30000000000000004,26.05,7.6,0.0
-31.396,29.2651,08-05-2012,131.90001,10.9,25.09,12.7,0.5
-25.57877778,29.12747222,08-05-2012,161.7,0.4,26.66,5.6299996,0.0
-29.161667,23.696389,09-05-2012,204.3,1.1,24.59,5.87,0.1
-25.49037,30.6986,09-05-2012,143.3,2.0,26.26,8.47,0.1
-28.801278,31.955389,09-05-2012,146.8,12.200000000000001,27.01,14.299999,0.6000000000000001
-27.273889,28.49,09-05-2012,151.8,0.2,22.49,1.6999999,0.0
-27.4275,28.525833,09-05-2012,150.40001,0.2,22.189999,1.53,0.0
-27.3,28.586944,09-05-2012,150.5,0.2,22.41,1.64,0.0
-27.398611,26.614722,09-05-2012,182.6,0.30000000000000004,24.67,4.92,0.0
-29.028629,24.638389,09-05-2012,203.0,1.3,24.35,5.2,0.1
-29.1825,23.575556,09-05-2012,208.8,1.1,24.58,6.02,0.1
-30.570833,29.150556,09-05-2012,133.40001,4.1000000000000005,20.91,4.64,0.2
-31.104278,29.399722,09-05-2012,130.3,9.3,23.689999,10.139999,0.5
-33.31388889,19.07472222,09-05-2012,206.90001,27.0,21.77,9.67,1.4000000000000001
-28.7115,24.07288889,10-05-2012,204.8,1.1,24.91,5.68,0.1
-29.140556,31.391944,10-05-2012,139.5,4.3,26.48,13.54,0.2
-28.75,30.442778,10-05-2012,152.1,0.5,27.099998,9.67,0.0
-29.161667,30.629722,10-05-2012,132.0,1.0,22.369999,7.8399997,0.1
-27.38972222,26.46388889,10-05-2012,184.3,0.4,24.689999,4.8599997,0.0
-27.935,26.126667,10-05-2012,187.40001,0.4,23.949999,3.47,0.0
-27.671111,27.236944,10-05-2012,172.1,0.2,23.779999,3.99,0.0
-28.376944,24.303056,10-05-2012,204.3,0.9,24.9,5.68,0.0
-31.031389,28.883333,10-05-2012,135.2,5.2,23.109999,7.77,0.30000000000000004
-30.86013889,29.07125,10-05-2012,135.8,5.1000000000000005,23.31,7.8999996,0.30000000000000004
-30.77586667,29.03221667,10-05-2012,136.3,5.0,23.09,7.52,0.2
-33.7075,18.97444444,10-05-2012,204.7,41.7,21.46,9.5199995,2.1
-33.72266667,18.61691667,10-05-2012,195.3,38.6,20.9,10.08,1.9000000000000001
-27.902778,24.615556,11-05-2012,204.3,0.7000000000000001,25.41,5.89,0.0
-28.44555556,32.325,19-04-2012,142.2,20.400000000000002,27.92,16.109999,1.0
-31.554722,29.245556,12-05-2012,122.9,11.600000000000001,24.9,12.71,0.6000000000000001
-28.760833,17.730278,13-05-2012,239.2,0.30000000000000004,27.76,12.559999,0.0
-25.99136,27.84208,14-05-2012,158.8,0.0,23.58,4.72,0.0
-26.861111,28.884722,14-05-2012,151.0,0.2,22.42,2.1299999,0.0
-26.45,28.085833,14-05-2012,155.90001,0.1,22.92,3.3899999,0.0
-25.681111,31.783333,15-05-2012,142.2,3.4000000000000004,30.51,12.95,0.2
-25.398889,31.610556,15-05-2012,140.8,3.0,30.32,12.21,0.1
-27.00222,28.76528,15-05-2012,150.40001,0.2,22.46,1.87,0.0
-26.648056,27.089444,15-05-2012,165.40001,0.1,23.789999,4.04,0.0
-33.38056,19.30167,15-05-2012,193.8,25.5,19.27,6.99,1.3
-25.45963889,28.26430556,15-05-2012,167.0,0.0,26.82,6.47,0.0
-28.068333,31.55,15-05-2012,149.6,6.0,27.699999,12.48,0.30000000000000004
-25.81048333,27.90955222,16-05-2012,163.5,0.0,24.93,5.77,0.0
-24.768889,31.39,16-05-2012,144.5,3.8000000000000003,29.189999,12.059999,0.2
-29.033333,23.983333,16-05-2012,202.3,1.2000000000000002,24.58,5.52,0.1
-34.092222,21.295278,16-05-2012,167.0,10.100000000000001,22.71,8.55,0.5
-33.13083,18.86278,16-05-2012,209.40001,23.6,22.359999,10.49,1.2000000000000002
-24.99328,30.81444,17-05-2012,132.5,2.7,23.74,6.58,0.1
-33.970833,22.548333,17-05-2012,136.1,10.600000000000001,21.72,10.929999,0.5
-25.436111,31.982222,18-05-2012,140.7,4.5,30.81,12.83,0.2
-25.14944444,31.94055556,18-05-2012,140.2,3.8000000000000003,30.46,12.91,0.2
-29.7775,29.470833,21-05-2012,131.0,2.1,21.66,3.57,0.1
-29.987778,29.851667,21-05-2012,129.90001,2.5,23.46,6.0099998,0.1
-29.744167,29.905833,21-05-2012,134.7,1.7000000000000002,23.75,6.1099997,0.1
-30.27402,30.69602,21-05-2012,130.7,9.0,25.9,14.53,0.4
-26.73806,27.59194,21-05-2012,161.40001,0.1,22.98,3.53,0.0
-33.818056,19.694722,21-05-2012,199.7,25.0,21.49,8.62,1.3
-27.01011111,26.69808333,22-05-2012,175.6,0.2,24.289999,4.8399997,0.0
-34.065833,20.404167,22-05-2012,178.8,14.200000000000001,22.609999,9.349999,0.7000000000000001
-24.679167,30.8025,22-05-2012,144.5,2.3000000000000003,24.039999,7.1099997,0.1
-24.183889,30.823889,22-05-2012,154.2,1.5,30.099998,12.059999,0.1
-25.127778,27.628889,22-05-2012,176.6,0.0,26.9,6.42,0.0
-25.20639,27.558,22-05-2012,177.0,0.0,26.81,6.44,0.0
-24.69514,27.40906,22-05-2012,185.0,0.0,26.71,6.64,0.0
-27.363611,31.783333,22-05-2012,144.5,3.8000000000000003,28.89,12.15,0.2
-30.733889,29.828333,22-05-2012,127.4,7.0,23.68,9.61,0.30000000000000004
-27.169444,29.233889,22-05-2012,145.40001,0.1,22.029999,2.21,0.0
-26.880278,26.965,22-05-2012,168.40001,0.1,23.97,4.31,0.0
-26.98472222,26.63227778,22-05-2012,174.1,0.2,24.39,5.0499997,0.0
-29.160278,26.573333,22-05-2012,181.7,0.7000000000000001,22.58,2.73,0.0
-30.336111,27.359444,22-05-2012,164.1,2.4000000000000004,20.97,3.9099998,0.1
-33.501667,21.624167,22-05-2012,175.2,6.300000000000001,21.89,6.7,0.30000000000000004
-34.075556,20.145556,22-05-2012,183.0,16.6,21.779999,8.929999,0.8
-33.897778,20.012778,22-05-2012,193.5,17.2,22.17,8.61,0.9
-24.058889,31.237222,23-05-2012,153.7,2.4000000000000004,29.949999,12.4,0.1
-30.398056,30.601944,23-05-2012,131.0,10.200000000000001,26.16,14.95,0.5
-30.160091,27.40124,23-05-2012,163.2,1.8,21.039999,3.85,0.1
-28.69485,28.23487,23-05-2012,148.40001,0.2,21.17,2.1599998,0.0
-28.883333,27.89,23-05-2012,152.8,0.5,20.91,2.53,0.0
-34.005833,22.351111,23-05-2012,139.6,10.3,22.039999,10.9,0.5
-29.641944,30.6875,24-05-2012,133.90001,0.6000000000000001,26.13,11.719999,0.0
-30.830556,26.921389,24-05-2012,167.0,3.1,20.699999,3.81,0.2
-29.380556,30.2775,24-05-2012,128.5,1.0,23.16,6.2999997,0.1
-30.679722,26.7125,24-05-2012,170.8,2.8000000000000003,21.17,3.6499999,0.1
-29.615556,27.065278,24-05-2012,169.8,1.3,21.41,2.95,0.1
-34.031944,22.053333,24-05-2012,148.5,9.4,22.42,10.469999,0.5
-34.039722,22.133333,24-05-2012,146.6,9.3,22.529999,10.9,0.5
-30.398056,30.601944,25-05-2012,131.0,10.200000000000001,26.16,14.95,0.5
-30.27402,30.69602,25-05-2012,130.7,9.0,25.9,14.53,0.4
-29.658056,25.973333,25-05-2012,179.1,1.3,21.93,3.29,0.1
-31.000833,26.353056,25-05-2012,167.3,3.7,20.02,2.82,0.2
-28.460833,21.248889,25-05-2012,238.6,0.30000000000000004,26.05,7.6,0.0
-29.803611,30.516111,25-05-2012,128.90001,1.9000000000000001,24.65,9.41,0.1
-29.758889,30.935278,26-05-2012,130.0,1.6,26.17,13.759999,0.1
-28.760833,17.730278,27-05-2012,239.2,0.30000000000000004,27.76,12.559999,0.0
-25.99136,27.84208,28-05-2012,158.8,0.0,23.58,4.72,0.0
-26.861111,28.884722,28-05-2012,151.0,0.2,22.42,2.1299999,0.0
-26.970278,27.211111,28-05-2012,166.2,0.1,23.81,4.15,0.0
-26.45,28.085833,28-05-2012,155.90001,0.1,22.92,3.3899999,0.0
-27.01011111,26.69808333,29-05-2012,175.6,0.2,24.289999,4.8399997,0.0
-29.380556,30.2775,29-05-2012,128.5,1.0,23.16,6.2999997,0.1
-27.00222,28.76528,29-05-2012,150.40001,0.2,22.46,1.87,0.0
-26.648056,27.089444,29-05-2012,165.40001,0.1,23.789999,4.04,0.0
-26.880278,26.965,29-05-2012,168.40001,0.1,23.97,4.31,0.0
-26.98472222,26.63227778,29-05-2012,174.1,0.2,24.39,5.0499997,0.0
-31.000833,26.353056,29-05-2012,167.3,3.7,20.02,2.82,0.2
-25.45963889,28.26430556,29-05-2012,167.0,0.0,26.82,6.47,0.0
-29.161667,23.696389,30-05-2012,204.3,1.1,24.59,5.87,0.1
-24.282222,28.090278,30-05-2012,168.7,0.0,26.59,5.41,0.0
-27.937778,31.209444,30-05-2012,145.2,3.4000000000000004,26.39,10.48,0.2
-28.404444,30.013056,30-05-2012,150.2,0.4,25.279999,5.93,0.0
-28.1175,26.719444,30-05-2012,179.40001,0.4,23.59,4.31,0.0
-28.44555556,32.325,12-05-2012,142.2,26.400000000000002,27.449999,15.599999,1.3
-24.670833,28.560833,31-05-2012,167.7,0.0,26.72,6.0499997,0.0
-27.573056,24.746389,31-05-2012,207.0,0.6000000000000001,25.359999,5.56,0.0
-30.679722,26.7125,31-05-2012,170.8,2.8000000000000003,21.17,3.6499999,0.1
-28.44555556,32.325,12-07-2012,136.2,2.4000000000000004,22.89,12.679999,0.1
-33.38056,19.30167,31-05-2012,193.8,25.5,19.27,6.99,1.3
-33.13083,18.86278,31-05-2012,209.40001,23.6,22.359999,10.49,1.2000000000000002
-29.161667,23.696389,01-06-2012,204.3,27.400000000000002,19.8,1.5699999,1.4000000000000001
-28.7115,24.07288889,01-06-2012,204.8,24.900000000000002,20.25,1.49,1.2000000000000002
-27.5275,30.858056,01-06-2012,139.7,1.1,21.38,5.16,0.1
-29.1825,23.575556,01-06-2012,208.8,27.400000000000002,19.83,1.8299999,1.4000000000000001
-26.73806,27.59194,04-06-2012,161.40001,8.8,18.58,0.61,0.4
-32.502778,19.535833,04-06-2012,223.40001,48.5,19.31,4.99,2.4000000000000004
-25.127778,27.628889,05-06-2012,176.6,4.1000000000000005,23.25,3.22,0.2
-25.20639,27.558,05-06-2012,177.0,5.5,23.09,3.27,0.30000000000000004
-24.69514,27.40906,05-06-2012,185.0,6.800000000000001,23.13,3.4199998,0.30000000000000004
-26.006389,29.253889,05-06-2012,147.5,1.6,20.85,1.48,0.1
-28.747778,31.745833,05-06-2012,147.8,3.1,24.539999,11.5199995,0.2
-27.169444,29.233889,05-06-2012,145.40001,6.5,17.67,-1.1999999,0.30000000000000004
-34.250556,20.9925,05-06-2012,174.5,57.6,20.289999,7.41,2.9000000000000004
-25.57877778,29.12747222,05-06-2012,161.7,0.8,23.529999,2.82,0.0
-23.658056,31.05,06-06-2012,158.7,0.30000000000000004,27.23,9.5,0.0
-28.801278,31.955389,06-06-2012,146.8,4.4,24.58,12.179999,0.2
-27.02314,28.59389,06-06-2012,152.0,9.700000000000001,18.529999,-1.23,0.5
-27.4275,28.525833,06-06-2012,150.40001,16.0,17.64,-1.89,0.8
-27.3,28.586944,06-06-2012,150.5,14.100000000000001,17.8,-1.86,0.7000000000000001
-28.141944,26.417778,06-06-2012,184.3,28.200000000000003,17.89,0.0,1.4000000000000001
-28.1175,26.719444,06-06-2012,179.40001,26.8,18.24,0.85999995,1.3
-28.44555556,32.325,08-08-2012,136.2,0.0,25.21,14.849999,0.0
-33.7075,18.97444444,06-06-2012,204.7,103.60000000000001,18.74,7.5699997,5.2
-33.72266667,18.61691667,06-06-2012,195.3,86.10000000000001,18.32,8.47,4.3
-29.140556,31.391944,07-06-2012,139.5,2.1,23.85,11.46,0.1
-23.838611,31.640833,07-06-2012,159.90001,0.9,28.64,9.99,0.0
-28.44555556,32.325,12-09-2012,136.2,309.90000000000003,24.449999,14.69,148.4
-28.75,30.442778,07-06-2012,152.1,10.600000000000001,23.6,6.8799996,0.5
-29.161667,30.629722,07-06-2012,132.0,23.900000000000002,19.16,5.46,1.2000000000000002
-27.398611,26.614722,07-06-2012,182.6,29.1,19.81,1.5999999,1.5
-27.671111,27.236944,07-06-2012,172.1,21.400000000000002,19.01,1.05,1.1
-27.5275,30.858056,25-08-2011,157.2,36.800000000000004,22.869999,5.99,1.8
-27.4,26.624722,07-06-2012,182.6,29.1,19.81,1.5999999,1.5
-25.99136,27.84208,11-06-2012,158.8,4.5,19.57,1.93,0.2
-26.861111,28.884722,11-06-2012,151.0,5.800000000000001,18.14,-1.23,0.30000000000000004
-27.671111,27.236944,11-06-2012,172.1,21.400000000000002,19.01,1.05,1.1
-31.554722,29.245556,11-06-2012,122.9,47.900000000000006,22.56,10.639999,2.4000000000000004
-33.818056,19.694722,11-06-2012,199.7,70.9,18.92,6.27,3.5
-27.935,26.126667,12-06-2012,187.40001,24.1,18.47,-0.76,1.2000000000000002
-28.141944,26.417778,12-06-2012,184.3,28.200000000000003,17.89,0.0,1.4000000000000001
-29.658056,25.973333,12-06-2012,179.1,34.7,15.61,-1.0799999,1.7000000000000002
-31.000833,26.353056,12-06-2012,167.3,49.2,15.13,-1.11,2.5
-30.534167,24.961944,12-06-2012,187.90001,33.2,13.889999,-1.26,1.7000000000000002
-31.104278,29.399722,12-06-2012,130.3,48.800000000000004,20.26,7.24,2.4000000000000004
-34.075556,20.145556,12-06-2012,183.0,51.400000000000006,19.439999,6.8599997,2.6
-25.45963889,28.26430556,12-06-2012,167.0,1.1,23.199999,3.4499998,0.1
-28.068333,31.55,12-06-2012,149.6,2.4000000000000004,24.67,10.61,0.1
-29.161667,23.696389,13-06-2012,204.3,27.400000000000002,19.8,1.5699999,1.4000000000000001
-25.81048333,27.90955222,13-06-2012,163.5,3.1,21.07,2.77,0.2
-27.00222,28.76528,13-06-2012,150.40001,8.8,18.07,-1.51,0.4
-28.1175,26.719444,13-06-2012,179.40001,26.8,18.24,0.85999995,1.3
-30.534167,24.961944,13-06-2012,187.90001,33.2,13.889999,-1.26,1.7000000000000002
-30.568333,29.422778,13-06-2012,132.2,40.300000000000004,17.71,1.31,2.0
-30.570833,29.150556,13-06-2012,133.40001,35.0,16.619999,1.15,1.7000000000000002
-29.161667,23.696389,14-06-2012,204.3,27.400000000000002,19.8,1.5699999,1.4000000000000001
-26.905,32.324722,14-06-2012,149.0,1.4000000000000001,27.32,11.87,0.1
-27.602222,29.942778,14-06-2012,152.6,7.7,21.72,3.05,0.4
-27.935,26.126667,14-06-2012,187.40001,24.1,18.47,-0.76,1.2000000000000002
-28.1175,26.719444,14-06-2012,179.40001,26.8,18.24,0.85999995,1.3
-31.000833,26.353056,14-06-2012,167.3,49.2,15.13,-1.11,2.5
-30.679722,26.7125,14-06-2012,170.8,49.900000000000006,16.23,0.099999994,2.5
-30.160091,27.40124,14-06-2012,163.2,56.900000000000006,15.179999,0.44,2.8000000000000003
